date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-12-11,California,State,Other,1.0,0.11,1.0,0.072246877903
2021-12-11,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-11,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-11,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-11,California,State,Total,917.0,100.0,1384.14285714285,100.0
2021-12-12,California,State,Other,0.0,0.0,0.85714285714,0.062028326269
2021-12-12,California,State,Total,579.0,100.0,1381.85714285714,100.0
2021-12-12,California,State,Delta,526.0,90.85,1326.28571428571,95.978496846893
2021-12-12,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-12,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-12,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-12,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-12,California,State,Omicron,53.0,9.15,54.71428571428,3.959474826838
2021-12-13,California,State,Other,2.0,0.1,0.42857142857,0.030549898167
2021-12-13,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-13,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-13,California,State,Total,2085.0,100.0,1402.85714285714,100.0
2021-12-13,California,State,Omicron,310.0,14.87,96.28571428571,6.863543788187
2021-12-13,California,State,Delta,1773.0,85.04,1306.14285714285,93.105906313646
2021-12-13,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-13,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-14,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-14,California,State,Omicron,475.0,26.07,157.85714285714,11.354295108919
2021-12-14,California,State,Delta,1343.0,73.71,1231.42857142857,88.573777229758
2021-12-14,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-14,California,State,Total,1822.0,100.0,1390.28571428571,100.0
2021-12-14,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-14,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-14,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-14,California,State,Other,4.0,0.22,1.0,0.071927661323
2021-12-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-15,California,State,Delta,1330.0,56.48,1195.14285714285,80.20324034129
2021-12-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-15,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-15,California,State,Other,2.0,0.08,1.28571428571,0.086281276963
2021-12-15,California,State,Omicron,1023.0,43.44,293.71428571428,19.710478381747
2021-12-15,California,State,Total,2355.0,100.0,1490.14285714285,100.0
2021-12-15,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-15,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-15,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-15,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-16,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-16,California,State,Delta,1067.0,48.86,1174.85714285714,72.483694694165
2021-12-16,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-16,California,State,Total,2184.0,100.0,1620.85714285714,100.0
2021-12-16,California,State,Other,2.0,0.09,1.57142857142,0.096950467125
2021-12-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-16,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-16,California,State,Omicron,1115.0,51.05,444.42857142857,27.41935483871
2021-12-16,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-16,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-17,California,State,Other,1.0,0.05,1.71428571428,0.099140779907
2021-12-17,California,State,Total,2162.0,100.0,1729.14285714285,100.0
2021-12-17,California,State,Delta,1047.0,48.43,1133.71428571428,65.565102445473
2021-12-17,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-17,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-17,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-17,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-17,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-17,California,State,Omicron,1114.0,51.53,593.71428571428,34.33575677462
2021-12-18,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-18,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-18,California,State,Other,3.0,0.16,2.0,0.107543401444
2021-12-18,California,State,Total,1831.0,100.0,1859.71428571428,100.0
2021-12-18,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-18,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-18,California,State,Omicron,1088.0,59.42,739.71428571428,39.775695191274
2021-12-18,California,State,Delta,740.0,40.42,1118.0,60.116761407282
2021-12-18,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-19,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-19,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-19,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-19,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-19,California,State,Total,958.0,100.0,1913.85714285714,100.0
2021-12-19,California,State,Omicron,633.0,66.08,822.57142857142,42.979771590655
2021-12-19,California,State,Delta,323.0,33.72,1089.0,56.900798686273
2021-12-19,California,State,Other,2.0,0.21,2.28571428571,0.119429723072
2021-12-19,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-19,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-20,California,State,Total,2825.0,100.0,2019.57142857142,100.0
2021-12-20,California,State,Omicron,2016.0,71.36,1066.28571428571,52.797623258117
2021-12-20,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-20,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-20,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-20,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-20,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-20,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-20,California,State,Delta,808.0,28.6,951.14285714285,47.096272193535
2021-12-20,California,State,Other,1.0,0.04,2.14285714285,0.106104548348
2021-12-21,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-21,California,State,Omicron,3567.0,79.35,1508.0,62.795954788816
2021-12-21,California,State,Delta,911.0,20.27,889.42857142857,37.03747769185
2021-12-21,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-21,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-21,California,State,Total,4495.0,100.0,2401.42857142857,100.0
2021-12-21,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-21,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-21,California,State,Other,17.0,0.38,4.0,0.166567519334
2021-12-21,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-22,California,State,Other,7.0,0.12,4.71428571428,0.163116010084
2021-12-22,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-22,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-22,California,State,Omicron,4946.0,85.63,2068.42857142857,71.5683851515
2021-12-22,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-22,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-22,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-22,California,State,Total,5776.0,100.0,2890.14285714285,100.0
2021-12-22,California,State,Delta,823.0,14.25,817.0,28.268498838416
2021-12-22,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-23,California,State,Other,10.0,0.23,5.85714285714,0.183807047431
2021-12-23,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-23,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-23,California,State,Total,4259.0,100.0,3186.57142857142,100.0
2021-12-23,California,State,Omicron,3753.0,88.12,2445.28571428571,76.737200753161
2021-12-23,California,State,Delta,496.0,11.65,735.42857142857,23.078992199408
2021-12-23,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-23,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-23,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-23,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-24,California,State,Delta,159.0,14.79,608.57142857142,20.076346670437
2021-12-24,California,State,Other,4.0,0.37,6.28571428571,0.207361327112
2021-12-24,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-24,California,State,Total,1075.0,100.0,3031.28571428571,100.0
2021-12-24,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-24,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-24,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-24,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-24,California,State,Omicron,912.0,84.84,2416.42857142857,79.716292002451
2021-12-24,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-25,California,State,Other,0.0,0.0,5.85714285714,0.207594936709
2021-12-25,California,State,Delta,51.0,14.09,510.14285714285,18.081012658228
2021-12-25,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-25,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-25,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-25,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-25,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-25,California,State,Total,362.0,100.0,2821.42857142857,100.0
2021-12-25,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-25,California,State,Omicron,311.0,85.91,2305.42857142857,81.711392405063
2021-12-26,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-26,California,State,Delta,185.0,9.59,490.42857142857,16.566933693659
2021-12-26,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-26,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-26,California,State,Total,1930.0,100.0,2960.28571428571,100.0
2021-12-26,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-26,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-26,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-26,California,State,Omicron,1741.0,90.21,2463.71428571428,83.225557378631
2021-12-26,California,State,Other,4.0,0.21,6.14285714285,0.20750892771
2021-12-27,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-27,California,State,Delta,425.0,8.46,435.71428571428,13.306574756773
2021-12-27,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-27,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-27,California,State,Other,24.0,0.48,9.42857142857,0.287945552114
2021-12-27,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-27,California,State,Omicron,4575.0,91.06,2829.28571428571,86.405479691113
2021-12-27,California,State,Total,5024.0,100.0,3274.42857142857,100.0
2021-12-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-28,California,State,Other,21.0,0.75,10.0,0.329691032404
2021-12-28,California,State,Omicron,2608.0,92.94,2692.28571428571,88.762245666918
2021-12-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-28,California,State,Total,2806.0,100.0,3033.14285714285,100.0
2021-12-28,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-28,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-28,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-28,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-28,California,State,Delta,177.0,6.31,330.85714285714,10.908063300678
2021-12-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-29,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-29,California,State,Delta,131.0,6.34,232.0,9.267819437311
2021-12-29,California,State,Omicron,1904.0,92.11,2257.71428571428,90.190035952748
2021-12-29,California,State,Total,2067.0,100.0,2503.28571428571,100.0
2021-12-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-29,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-29,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-29,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-29,California,State,Other,32.0,1.55,13.57142857142,0.542144609941
2021-12-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-30,California,State,Total,2697.0,100.0,2280.14285714285,100.0
2021-12-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-30,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-30,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-30,California,State,Delta,118.0,4.38,178.0,7.806528413007
2021-12-30,California,State,Omicron,2562.0,94.99,2087.57142857142,91.554413883842
2021-12-30,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-30,California,State,Other,17.0,0.63,14.57142857142,0.639057703151
2021-12-30,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-31,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-31,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-31,California,State,Other,1.0,0.08,14.14285714285,0.611979971565
2021-12-31,California,State,Omicron,1234.0,95.58,2133.57142857142,92.322433084008
2021-12-31,California,State,Total,1291.0,100.0,2311.0,100.0
2021-12-31,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-31,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-31,California,State,Delta,56.0,4.34,163.28571428571,7.065586944427
2021-12-31,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-01,California,State,Delta,37.0,6.2,161.28571428571,6.87911284426
2022-01-01,California,State,Omicron,557.0,93.3,2168.71428571428,92.499390689739
2022-01-01,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-01,California,State,Other,3.0,0.5,14.57142857142,0.621496466
2022-01-01,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-01,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-01,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-01,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-01,California,State,Total,597.0,100.0,2344.57142857142,100.0
2022-01-02,California,State,Total,1806.0,100.0,2326.85714285714,100.0
2022-01-02,California,State,Delta,42.0,2.33,140.85714285714,6.053536345776
2022-01-02,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-02,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-02,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-02,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-02,California,State,Other,4.0,0.22,14.57142857142,0.626227897839
2022-01-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-02,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-02,California,State,Omicron,1760.0,97.45,2171.42857142857,93.320235756385
2022-01-03,California,State,Total,4171.0,100.0,2205.0,100.0
2022-01-03,California,State,Omicron,4034.0,96.72,2094.14285714285,94.972465176547
2022-01-03,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-03,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-03,California,State,Delta,130.0,3.12,98.71428571428,4.476838354389
2022-01-03,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-03,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-03,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-03,California,State,Other,7.0,0.17,12.14285714285,0.550696469064
2022-01-04,California,State,Omicron,4222.0,98.03,2324.71428571428,96.085262163439
2022-01-04,California,State,Delta,83.0,1.93,85.28571428571,3.525035427492
2022-01-04,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-04,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-04,California,State,Total,4307.0,100.0,2419.42857142857,100.0
2022-01-04,California,State,Other,2.0,0.05,9.42857142857,0.389702409069
2022-01-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-04,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-04,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-04,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-05,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-05,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-05,California,State,Delta,50.0,2.88,73.71428571428,3.107123502138
2022-01-05,California,State,Total,1738.0,100.0,2372.42857142857,100.0
2022-01-05,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-05,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-05,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-05,California,State,Omicron,1686.0,97.01,2293.57142857142,96.676100439574
2022-01-05,California,State,Other,2.0,0.12,5.14285714285,0.216776058289
2022-01-06,California,State,Other,3.0,0.09,3.14285714285,0.128459651991
2022-01-06,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-06,California,State,Omicron,3156.0,98.13,2378.42857142857,97.214761181829
2022-01-06,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-06,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-06,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-06,California,State,Total,3216.0,100.0,2446.57142857142,100.0
2022-01-06,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-06,California,State,Delta,57.0,1.77,65.0,2.65677916618
2022-01-07,California,State,Omicron,1835.0,97.81,2464.28571428571,97.397097848795
2022-01-07,California,State,Total,1876.0,100.0,2530.14285714285,100.0
2022-01-07,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-07,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-07,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-07,California,State,Delta,39.0,2.08,62.57142857142,2.473039354074
2022-01-07,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-07,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-07,California,State,Other,2.0,0.11,3.28571428571,0.129862797132
2022-01-08,California,State,Other,2.0,0.27,3.14285714285,0.123228589033
2022-01-08,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-08,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-08,California,State,Delta,24.0,3.25,60.71428571428,2.380552288131
2022-01-08,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-08,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-08,California,State,Total,739.0,100.0,2550.42857142857,100.0
2022-01-08,California,State,Omicron,713.0,96.48,2486.57142857142,97.496219122836
2022-01-08,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-09,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-09,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-09,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-09,California,State,Total,697.0,100.0,2392.0,100.0
2022-01-09,California,State,Other,0.0,0.0,2.57142857142,0.107501194458
2022-01-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-09,California,State,Omicron,685.0,98.28,2333.0,97.533444816054
2022-01-09,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-09,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-09,California,State,Delta,12.0,1.72,56.42857142857,2.359053989489
2022-01-10,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-10,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-10,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-10,California,State,Total,1581.0,100.0,2022.0,100.0
2022-01-10,California,State,Other,5.0,0.32,2.28571428571,0.113042249541
2022-01-10,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-10,California,State,Delta,25.0,1.58,41.42857142857,2.048890772926
2022-01-10,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-10,California,State,Omicron,1551.0,98.1,1978.28571428571,97.838066977533
2022-01-11,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-11,California,State,Omicron,1313.0,98.87,1562.71428571428,97.888143176734
2022-01-11,California,State,Total,1328.0,100.0,1596.42857142857,100.0
2022-01-11,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-11,California,State,Delta,14.0,1.05,31.57142857142,1.977628635347
2022-01-11,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-11,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-11,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-11,California,State,Other,1.0,0.08,2.14285714285,0.134228187919
2022-01-12,California,State,Delta,21.0,1.42,27.42857142857,1.758886038842
2022-01-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-12,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-12,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-12,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-12,California,State,Other,5.0,0.34,2.57142857142,0.164895566141
2022-01-12,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-12,California,State,Omicron,1453.0,98.24,1529.42857142857,98.076218395016
2022-01-12,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-12,California,State,Total,1479.0,100.0,1559.42857142857,100.0
2022-01-13,California,State,Delta,16.0,1.28,21.57142857142,1.686962350575
2022-01-13,California,State,Omicron,1233.0,98.56,1254.71428571428,98.123114735784
2022-01-13,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-13,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-13,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-13,California,State,Other,2.0,0.16,2.42857142857,0.189922913641
2022-01-13,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-13,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-13,California,State,Total,1251.0,100.0,1278.71428571428,100.0
2022-01-14,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-14,California,State,Omicron,1558.0,99.05,1215.14285714285,98.358001850139
2022-01-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-14,California,State,Total,1573.0,100.0,1235.42857142857,100.0
2022-01-14,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-14,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-14,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-14,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-14,California,State,Other,1.0,0.06,2.28571428571,0.185013876041
2022-01-14,California,State,Delta,14.0,0.89,18.0,1.456984273821
2022-01-15,California,State,Omicron,1327.0,98.88,1302.85714285714,98.58393687169
2022-01-15,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-15,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-15,California,State,Total,1342.0,100.0,1321.57142857142,100.0
2022-01-15,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-15,California,State,Other,1.0,0.07,2.14285714285,0.162144633013
2022-01-15,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-15,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-15,California,State,Delta,14.0,1.04,16.57142857142,1.253918495298
2022-01-16,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-16,California,State,Total,1343.0,100.0,1413.85714285714,100.0
2022-01-16,California,State,Delta,7.0,0.52,15.85714285714,1.12155198545
2022-01-16,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-16,California,State,Omicron,1336.0,99.48,1395.85714285714,98.726886935435
2022-01-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-16,California,State,Other,0.0,0.0,2.14285714285,0.151561079115
2022-01-16,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-16,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-16,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-17,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-17,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-17,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-17,California,State,Delta,17.0,0.65,14.71428571428,0.943050723311
2022-01-17,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-17,California,State,Total,2606.0,100.0,1560.28571428571,100.0
2022-01-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-17,California,State,Other,5.0,0.19,2.14285714285,0.137337483977
2022-01-17,California,State,Omicron,2584.0,99.16,1543.42857142857,98.919611792712
2022-01-17,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-18,California,State,Omicron,1944.0,98.98,1633.57142857142,98.935802041876
2022-01-18,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-18,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-18,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-18,California,State,Delta,15.0,0.76,14.85714285714,0.89980965565
2022-01-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-18,California,State,Total,1964.0,100.0,1651.14285714285,100.0
2022-01-18,California,State,Other,5.0,0.25,2.71428571428,0.164388302474
2022-01-18,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-18,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-19,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-19,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-19,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-19,California,State,Total,1357.0,100.0,1633.71428571428,100.0
2022-01-19,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-19,California,State,Delta,3.0,0.22,12.28571428571,0.752011192725
2022-01-19,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-19,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-19,California,State,Other,0.0,0.0,2.0,0.122420426723
2022-01-19,California,State,Omicron,1354.0,99.78,1619.42857142857,99.125568380553
2022-01-20,California,State,Delta,13.0,1.15,11.85714285714,0.733798956768
2022-01-20,California,State,Omicron,1113.0,98.85,1602.28571428571,99.160109627796
2022-01-20,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-20,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-20,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-20,California,State,Other,0.0,0.0,1.71428571428,0.106091415436
2022-01-20,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-20,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-20,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-20,California,State,Total,1126.0,100.0,1615.85714285714,100.0
2022-01-21,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-21,California,State,Total,1208.0,100.0,1563.71428571428,100.0
2022-01-21,California,State,Omicron,1202.0,99.5,1551.42857142857,99.214324867532
2022-01-21,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-21,California,State,Delta,3.0,0.25,10.28571428571,0.657774529508
2022-01-21,California,State,Other,3.0,0.25,2.0,0.12790060296
2022-01-21,California,State,Alpha,0.0,0.0,0.0,0.0
