date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-08-02,California,State,Alpha,17.0,0.51,19.14285714285,0.688839767645
2021-08-02,California,State,Mu,11.0,0.33,20.85714285714,0.750526911016
2021-08-02,California,State,Delta,3277.0,98.14,2698.42857142857,97.100704261553
2021-08-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-02,California,State,Omicron,0.0,0.0,0.14285714285,0.005140595281
2021-08-02,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-02,California,State,Gamma,17.0,0.51,16.85714285714,0.60659024315
2021-08-03,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-03,California,State,Lambda,3.0,0.08,2.14285714285,0.074434299325
2021-08-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-03,California,State,Gamma,11.0,0.31,16.0,0.555776101628
2021-08-03,California,State,Total,3600.0,100.0,2878.85714285714,100.0
2021-08-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-03,California,State,Other,21.0,0.58,20.28571428571,0.704644700278
2021-08-03,California,State,Alpha,12.0,0.33,15.85714285714,0.550813815006
2021-08-03,California,State,Delta,3539.0,98.31,2805.71428571428,97.459309249702
2021-08-03,California,State,Mu,14.0,0.39,18.85714285714,0.655021834061
2021-08-04,California,State,Total,3183.0,100.0,2894.28571428571,100.0
2021-08-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-04,California,State,Mu,7.0,0.22,16.71428571428,0.577492596249
2021-08-04,California,State,Gamma,16.0,0.5,15.57142857142,0.538005923001
2021-08-04,California,State,Other,33.0,1.04,22.14285714285,0.765054294176
2021-08-04,California,State,Alpha,11.0,0.35,14.57142857142,0.503455083909
2021-08-04,California,State,Delta,3113.0,97.8,2822.85714285714,97.532082922014
2021-08-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-04,California,State,Lambda,3.0,0.09,2.42857142857,0.083909180652
2021-08-04,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-05,California,State,Delta,3273.0,98.08,2790.57142857142,97.855926259894
2021-08-05,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-05,California,State,Other,24.0,0.72,19.57142857142,0.686303977557
2021-08-05,California,State,Lambda,1.0,0.03,2.42857142857,0.085161807434
2021-08-05,California,State,Total,3337.0,100.0,2851.71428571428,100.0
2021-08-05,California,State,Gamma,21.0,0.63,14.28571428571,0.500951808436
2021-08-05,California,State,Alpha,7.0,0.21,11.71428571428,0.410780482918
2021-08-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-05,California,State,Mu,11.0,0.33,13.14285714285,0.460875663761
2021-08-06,California,State,Total,2894.0,100.0,2815.14285714285,100.0
2021-08-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-06,California,State,Other,12.0,0.41,18.0,0.639399167766
2021-08-06,California,State,Delta,2840.0,98.13,2757.57142857142,97.954937582462
2021-08-06,California,State,Lambda,1.0,0.03,1.85714285714,0.065969755404
2021-08-06,California,State,Alpha,8.0,0.28,10.0,0.35522175987
2021-08-06,California,State,Mu,12.0,0.41,12.57142857142,0.446564498122
2021-08-06,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-06,California,State,Gamma,21.0,0.73,15.14285714285,0.537907236375
2021-08-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-07,California,State,Mu,9.0,0.43,9.57142857142,0.340360680721
2021-08-07,California,State,Alpha,2.0,0.09,8.85714285714,0.314960629921
2021-08-07,California,State,Total,2111.0,100.0,2812.14285714285,100.0
2021-08-07,California,State,Gamma,14.0,0.66,15.42857142857,0.548641097282
2021-08-07,California,State,Lambda,1.0,0.05,1.42857142857,0.0508001016
2021-08-07,California,State,Other,5.0,0.24,16.71428571428,0.594361188722
2021-08-07,California,State,Delta,2080.0,98.53,2760.14285714285,98.150876301753
2021-08-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-07,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-08,California,State,Other,8.0,1.09,17.0,0.619920816837
2021-08-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-08,California,State,Mu,2.0,0.27,9.42857142857,0.343821629506
2021-08-08,California,State,Alpha,2.0,0.27,8.42857142857,0.307355699104
2021-08-08,California,State,Lambda,0.0,0.0,1.42857142857,0.052094186289
2021-08-08,California,State,Delta,715.0,97.68,2691.0,98.129818712232
2021-08-08,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-08,California,State,Gamma,5.0,0.68,15.0,0.546988956033
2021-08-08,California,State,Total,732.0,100.0,2742.28571428571,100.0
2021-08-09,California,State,Omicron,1.0,0.03,0.14285714285,0.005179468587
2021-08-09,California,State,Other,14.0,0.41,16.71428571428,0.605997824623
2021-08-09,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-09,California,State,Alpha,6.0,0.17,6.85714285714,0.248614492153
2021-08-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-09,California,State,Delta,3411.0,98.87,2710.14285714285,98.259698554928
2021-08-09,California,State,Gamma,12.0,0.35,14.28571428571,0.517946858652
2021-08-09,California,State,Lambda,2.0,0.06,1.57142857142,0.056974154452
2021-08-09,California,State,Mu,4.0,0.12,8.42857142857,0.305588646605
2021-08-09,California,State,Total,3450.0,100.0,2758.14285714285,100.0
2021-08-10,California,State,Total,3239.0,100.0,2706.57142857142,100.0
2021-08-10,California,State,Alpha,5.0,0.15,5.85714285714,0.216404518104
2021-08-10,California,State,Mu,10.0,0.31,7.85714285714,0.290298743798
2021-08-10,California,State,Lambda,1.0,0.03,1.28571428571,0.047503430803
2021-08-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-10,California,State,Other,10.0,0.31,15.14285714285,0.559484851684
2021-08-10,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-10,California,State,Gamma,7.0,0.22,13.71428571428,0.506703261902
2021-08-10,California,State,Delta,3205.0,98.95,2662.42857142857,98.369048875752
2021-08-10,California,State,Omicron,1.0,0.03,0.28571428571,0.010556317956
2021-08-11,California,State,Lambda,0.0,0.0,0.85714285714,0.032059845044
2021-08-11,California,State,Alpha,12.0,0.41,6.0,0.224418915309
2021-08-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-11,California,State,Total,2952.0,100.0,2673.57142857142,100.0
2021-08-11,California,State,Other,3.0,0.1,10.85714285714,0.406091370558
2021-08-11,California,State,Omicron,0.0,0.0,0.28571428571,0.010686615015
2021-08-11,California,State,Gamma,4.0,0.14,12.0,0.448837830617
2021-08-11,California,State,Delta,2927.0,99.15,2635.85714285714,98.58936681806
2021-08-11,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-11,California,State,Mu,6.0,0.2,7.71428571428,0.288538605397
2021-08-12,California,State,Alpha,2.0,0.08,5.28571428571,0.207911890312
2021-08-12,California,State,Gamma,6.0,0.25,9.85714285714,0.387727579231
2021-08-12,California,State,Other,3.0,0.12,7.85714285714,0.309058215329
2021-08-12,California,State,Delta,2399.0,99.21,2511.0,98.769386378962
2021-08-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-12,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-12,California,State,Total,2418.0,100.0,2542.28571428571,100.0
2021-08-12,California,State,Mu,5.0,0.21,6.85714285714,0.269723533378
2021-08-12,California,State,Omicron,2.0,0.08,0.57142857142,0.022476961115
2021-08-12,California,State,Lambda,1.0,0.04,0.85714285714,0.033715441672
2021-08-13,California,State,Delta,1830.0,99.29,2366.71428571428,98.936996118244
2021-08-13,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-13,California,State,Lambda,0.0,0.0,0.71428571428,0.0298596596
2021-08-13,California,State,Other,1.0,0.05,6.28571428571,0.262765004479
2021-08-13,California,State,Total,1843.0,100.0,2392.14285714285,100.0
2021-08-13,California,State,Alpha,2.0,0.11,4.42857142857,0.185129889519
2021-08-13,California,State,Gamma,7.0,0.38,7.85714285714,0.328456255599
2021-08-13,California,State,Mu,2.0,0.11,5.42857142857,0.226933412959
2021-08-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-13,California,State,Omicron,1.0,0.05,0.71428571428,0.0298596596
2021-08-14,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-14,California,State,Alpha,1.0,0.08,4.28571428571,0.188383045526
2021-08-14,California,State,Lambda,1.0,0.08,0.71428571428,0.031397174254
2021-08-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-14,California,State,Mu,3.0,0.23,4.57142857142,0.200941915228
2021-08-14,California,State,Gamma,2.0,0.15,6.14285714285,0.270015698587
2021-08-14,California,State,Total,1291.0,100.0,2275.0,100.0
2021-08-14,California,State,Delta,1281.0,99.23,2252.57142857142,99.014128728414
2021-08-14,California,State,Other,1.0,0.08,5.71428571428,0.251177394035
2021-08-14,California,State,Omicron,2.0,0.15,1.0,0.043956043956
2021-08-15,California,State,Total,529.0,100.0,2246.0,100.0
2021-08-15,California,State,Gamma,0.0,0.0,5.42857142857,0.241699529322
2021-08-15,California,State,Lambda,0.0,0.0,0.71428571428,0.031802569648
2021-08-15,California,State,Delta,522.0,98.68,2225.0,99.06500445236
2021-08-15,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-15,California,State,Omicron,4.0,0.76,1.57142857142,0.069965653225
2021-08-15,California,State,Alpha,0.0,0.0,4.0,0.178094390027
2021-08-15,California,State,Other,2.0,0.38,4.85714285714,0.216257473604
2021-08-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-15,California,State,Mu,1.0,0.19,4.42857142857,0.197175931815
2021-08-16,California,State,Alpha,4.0,0.18,3.71428571428,0.178927809511
2021-08-16,California,State,Delta,2242.0,99.25,2058.0,99.139770146583
2021-08-16,California,State,Omicron,1.0,0.04,1.57142857142,0.075700227101
2021-08-16,California,State,Lambda,0.0,0.0,0.42857142857,0.020645516482
2021-08-16,California,State,Gamma,2.0,0.09,4.0,0.192691487165
2021-08-16,California,State,Total,2259.0,100.0,2075.85714285714,100.0
2021-08-16,California,State,Mu,1.0,0.04,4.0,0.192691487165
2021-08-16,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-16,California,State,Other,9.0,0.4,4.14285714285,0.199573325993
2021-08-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-17,California,State,Omicron,1.0,0.06,1.57142857142,0.084537350138
2021-08-17,California,State,Total,1720.0,100.0,1858.85714285714,100.0
2021-08-17,California,State,Gamma,2.0,0.12,3.28571428571,0.176759913926
2021-08-17,California,State,Lambda,0.0,0.0,0.28571428571,0.015370427298
2021-08-17,California,State,Alpha,2.0,0.12,3.28571428571,0.176759913926
2021-08-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-17,California,State,Mu,1.0,0.06,2.71428571428,0.14601905933
2021-08-17,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-17,California,State,Other,5.0,0.29,3.42857142857,0.184445127575
2021-08-17,California,State,Delta,1709.0,99.36,1844.28571428571,99.216108207808
2021-08-18,California,State,Total,1514.0,100.0,1653.42857142857,100.0
2021-08-18,California,State,Omicron,0.0,0.0,1.57142857142,0.09504060826
2021-08-18,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-18,California,State,Mu,3.0,0.2,2.28571428571,0.138240884742
2021-08-18,California,State,Lambda,2.0,0.13,0.57142857142,0.034560221185
2021-08-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-18,California,State,Other,3.0,0.2,3.42857142857,0.207361327112
2021-08-18,California,State,Gamma,7.0,0.46,3.71428571428,0.224641437705
2021-08-18,California,State,Alpha,2.0,0.13,1.85714285714,0.112320718853
2021-08-18,California,State,Delta,1497.0,98.88,1640.0,99.187834802143
2021-08-19,California,State,Gamma,5.0,0.33,3.57142857142,0.233929072705
2021-08-19,California,State,Omicron,1.0,0.07,1.42857142857,0.093571629082
2021-08-19,California,State,Other,6.0,0.39,3.85714285714,0.252643398522
2021-08-19,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-19,California,State,Epsilon,5.0,0.33,0.71428571428,0.046785814541
2021-08-19,California,State,Delta,1511.0,98.69,1513.14285714285,99.11106952372
2021-08-19,California,State,Total,1531.0,100.0,1526.71428571428,100.0
2021-08-19,California,State,Mu,0.0,0.0,1.57142857142,0.10292879199
2021-08-19,California,State,Alpha,2.0,0.13,1.85714285714,0.121643117807
2021-08-19,California,State,Lambda,1.0,0.07,0.57142857142,0.037428651633
2021-08-20,California,State,Alpha,2.0,0.12,1.85714285714,0.123574144487
2021-08-20,California,State,Other,27.0,1.61,7.57142857142,0.503802281369
2021-08-20,California,State,Mu,4.0,0.24,1.85714285714,0.123574144487
2021-08-20,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-20,California,State,Lambda,0.0,0.0,0.57142857142,0.038022813688
2021-08-20,California,State,Epsilon,5.0,0.3,1.42857142857,0.095057034221
2021-08-20,California,State,Delta,1633.0,97.43,1485.0,98.811787072243
2021-08-20,California,State,Omicron,0.0,0.0,1.28571428571,0.085551330798
2021-08-20,California,State,Total,1676.0,100.0,1502.85714285714,100.0
2021-08-20,California,State,Gamma,5.0,0.3,3.28571428571,0.218631178707
2021-08-21,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-21,California,State,Alpha,1.0,0.09,1.85714285714,0.125725338491
2021-08-21,California,State,Mu,2.0,0.18,1.71428571428,0.116054158607
2021-08-21,California,State,Lambda,0.0,0.0,0.42857142857,0.029013539652
2021-08-21,California,State,Gamma,1.0,0.09,3.14285714285,0.212765957447
2021-08-21,California,State,Other,7.0,0.63,8.42857142857,0.570599613153
2021-08-21,California,State,Total,1111.0,100.0,1477.14285714285,100.0
2021-08-21,California,State,Epsilon,0.0,0.0,1.42857142857,0.096711798839
2021-08-21,California,State,Omicron,0.0,0.0,1.0,0.067698259188
2021-08-21,California,State,Delta,1100.0,99.01,1459.14285714285,98.781431334623
2021-08-22,California,State,Mu,0.0,0.0,1.57142857142,0.106972673344
2021-08-22,California,State,Delta,466.0,98.73,1451.14285714285,98.784401439269
2021-08-22,California,State,Epsilon,0.0,0.0,1.42857142857,0.097247884859
2021-08-22,California,State,Gamma,0.0,0.0,3.14285714285,0.213945346689
2021-08-22,California,State,Other,4.0,0.85,8.71428571428,0.593212097637
2021-08-22,California,State,Omicron,2.0,0.42,0.71428571428,0.048623942429
2021-08-22,California,State,Lambda,0.0,0.0,0.42857142857,0.029174365458
2021-08-22,California,State,Total,472.0,100.0,1469.0,100.0
2021-08-22,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-22,California,State,Alpha,0.0,0.0,1.85714285714,0.126422250316
2021-08-23,California,State,Alpha,3.0,0.14,1.71428571428,0.117302052786
2021-08-23,California,State,Total,2206.0,100.0,1461.42857142857,100.0
2021-08-23,California,State,Lambda,0.0,0.0,0.42857142857,0.029325513196
2021-08-23,California,State,Other,10.0,0.45,8.85714285714,0.606060606061
2021-08-23,California,State,Delta,2190.0,99.27,1443.71428571428,98.787878787879
2021-08-23,California,State,Mu,1.0,0.05,1.57142857142,0.10752688172
2021-08-23,California,State,Gamma,2.0,0.09,3.14285714285,0.215053763441
2021-08-23,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-23,California,State,Epsilon,0.0,0.0,1.42857142857,0.097751710655
2021-08-23,California,State,Omicron,0.0,0.0,0.57142857142,0.039100684262
2021-08-24,California,State,Total,2140.0,100.0,1521.42857142857,100.0
2021-08-24,California,State,Mu,1.0,0.05,1.57142857142,0.103286384977
2021-08-24,California,State,Alpha,0.0,0.0,1.42857142857,0.093896713615
2021-08-24,California,State,Epsilon,0.0,0.0,1.42857142857,0.093896713615
2021-08-24,California,State,Gamma,2.0,0.09,3.14285714285,0.206572769953
2021-08-24,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-24,California,State,Omicron,1.0,0.05,0.57142857142,0.037558685446
2021-08-24,California,State,Other,50.0,2.34,15.28571428571,1.004694835681
2021-08-24,California,State,Lambda,0.0,0.0,0.42857142857,0.028169014085
2021-08-24,California,State,Delta,2086.0,97.48,1497.57142857142,98.431924882629
2021-08-25,California,State,Epsilon,0.0,0.0,1.42857142857,0.094670074789
2021-08-25,California,State,Other,7.0,0.49,15.85714285714,1.050837830162
2021-08-25,California,State,Total,1427.0,100.0,1509.0,100.0
2021-08-25,California,State,Omicron,0.0,0.0,0.57142857142,0.037868029916
2021-08-25,California,State,Delta,1415.0,99.16,1485.85714285714,98.466344788412
2021-08-25,California,State,Lambda,1.0,0.07,0.28571428571,0.018934014958
2021-08-25,California,State,Gamma,3.0,0.21,2.57142857142,0.170406134621
2021-08-25,California,State,Mu,0.0,0.0,1.14285714285,0.075736059831
2021-08-25,California,State,Alpha,1.0,0.07,1.28571428571,0.08520306731
2021-08-25,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-26,California,State,Total,1376.0,100.0,1486.85714285714,100.0
2021-08-26,California,State,Epsilon,0.0,0.0,0.71428571428,0.048039969254
2021-08-26,California,State,Mu,1.0,0.07,1.28571428571,0.086471944658
2021-08-26,California,State,Alpha,1.0,0.07,1.14285714285,0.076863950807
2021-08-26,California,State,Delta,1361.0,98.91,1464.42857142857,98.491544965411
2021-08-26,California,State,Gamma,2.0,0.15,2.14285714285,0.144119907763
2021-08-26,California,State,Other,11.0,0.8,16.57142857142,1.114527286703
2021-08-26,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-26,California,State,Omicron,0.0,0.0,0.42857142857,0.028823981553
2021-08-26,California,State,Lambda,0.0,0.0,0.14285714285,0.009607993851
2021-08-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-27,California,State,Mu,0.0,0.0,0.71428571428,0.049905180158
2021-08-27,California,State,Gamma,1.0,0.08,1.57142857142,0.109791396347
2021-08-27,California,State,Total,1287.0,100.0,1431.28571428571,100.0
2021-08-27,California,State,Alpha,2.0,0.16,1.14285714285,0.079848288252
2021-08-27,California,State,Delta,1267.0,98.45,1412.14285714285,98.662541171774
2021-08-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-27,California,State,Lambda,0.0,0.0,0.14285714285,0.009981036032
2021-08-27,California,State,Other,15.0,1.17,14.85714285714,1.03802774728
2021-08-27,California,State,Omicron,2.0,0.16,0.71428571428,0.049905180158
2021-08-28,California,State,Omicron,1.0,0.1,0.85714285714,0.060374320789
2021-08-28,California,State,Delta,1027.0,99.71,1401.71428571428,98.732139263433
2021-08-28,California,State,Alpha,1.0,0.1,1.14285714285,0.080499094385
2021-08-28,California,State,Gamma,0.0,0.0,1.42857142857,0.100623867981
2021-08-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-28,California,State,Total,1030.0,100.0,1419.71428571428,100.0
2021-08-28,California,State,Mu,0.0,0.0,0.42857142857,0.030187160394
2021-08-28,California,State,Lambda,0.0,0.0,0.14285714285,0.010062386798
2021-08-28,California,State,Other,1.0,0.1,14.0,0.986113906219
2021-08-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-29,California,State,Lambda,0.0,0.0,0.14285714285,0.010077597501
2021-08-29,California,State,Mu,0.0,0.0,0.42857142857,0.030232792502
2021-08-29,California,State,Alpha,0.0,0.0,1.14285714285,0.080620780006
2021-08-29,California,State,Total,457.0,100.0,1417.57142857142,100.0
2021-08-29,California,State,Other,6.0,1.31,14.28571428571,1.007759750076
2021-08-29,California,State,Delta,451.0,98.69,1399.57142857142,98.730222714905
2021-08-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-29,California,State,Omicron,0.0,0.0,0.57142857142,0.040310390003
2021-08-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-29,California,State,Gamma,0.0,0.0,1.42857142857,0.100775975008
2021-08-30,California,State,Mu,1.0,0.06,0.42857142857,0.032275416891
2021-08-30,California,State,Alpha,0.0,0.0,0.71428571428,0.053792361485
2021-08-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-30,California,State,Gamma,0.0,0.0,1.14285714285,0.086067778375
2021-08-30,California,State,Total,1578.0,100.0,1327.85714285714,100.0
2021-08-30,California,State,Lambda,0.0,0.0,0.14285714285,0.010758472297
2021-08-30,California,State,Omicron,0.0,0.0,0.57142857142,0.043033889188
2021-08-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-30,California,State,Other,47.0,2.98,19.57142857142,1.47391070468
2021-08-30,California,State,Delta,1530.0,96.96,1305.28571428571,98.300161377084
2021-08-31,California,State,Gamma,1.0,0.06,1.0,0.078811078586
2021-08-31,California,State,Alpha,3.0,0.17,1.14285714285,0.090069804098
2021-08-31,California,State,Delta,1704.0,98.67,1250.71428571428,98.570141859941
2021-08-31,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-31,California,State,Mu,0.0,0.0,0.28571428571,0.022517451025
2021-08-31,California,State,Other,18.0,1.04,15.0,1.182166178789
2021-08-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-31,California,State,Lambda,0.0,0.0,0.14285714285,0.011258725512
2021-08-31,California,State,Total,1727.0,100.0,1268.85714285714,100.0
2021-08-31,California,State,Omicron,1.0,0.06,0.57142857142,0.045034902049
2021-09-01,California,State,Gamma,0.0,0.0,0.57142857142,0.045636052481
2021-09-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-01,California,State,Omicron,1.0,0.08,0.71428571428,0.057045065602
2021-09-01,California,State,Delta,1302.0,99.39,1234.57142857142,98.596691386195
2021-09-01,California,State,Mu,2.0,0.15,0.57142857142,0.045636052481
2021-09-01,California,State,Total,1310.0,100.0,1252.14285714285,100.0
2021-09-01,California,State,Other,5.0,0.38,14.71428571428,1.175128351398
2021-09-01,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-01,California,State,Alpha,0.0,0.0,1.0,0.079863091843
2021-09-01,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-02,California,State,Gamma,1.0,0.08,0.42857142857,0.034810860989
2021-09-02,California,State,Total,1229.0,100.0,1231.14285714285,100.0
2021-09-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-02,California,State,Omicron,1.0,0.08,0.85714285714,0.069621721977
2021-09-02,California,State,Delta,1220.0,99.27,1214.42857142857,98.642376421443
2021-09-02,California,State,Alpha,2.0,0.16,1.14285714285,0.092828962636
2021-09-02,California,State,Other,4.0,0.33,13.71428571428,1.113947551636
2021-09-02,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-02,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-02,California,State,Mu,1.0,0.08,0.57142857142,0.046414481318
2021-09-03,California,State,Omicron,2.0,0.24,0.85714285714,0.073610599926
2021-09-03,California,State,Alpha,1.0,0.12,1.0,0.085879033247
2021-09-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-03,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-03,California,State,Delta,804.0,98.05,1148.28571428571,98.61366703472
2021-09-03,California,State,Other,12.0,1.46,13.28571428571,1.140964298859
2021-09-03,California,State,Total,820.0,100.0,1164.42857142857,100.0
2021-09-03,California,State,Gamma,0.0,0.0,0.28571428571,0.024536866642
2021-09-03,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-03,California,State,Mu,1.0,0.12,0.71428571428,0.061342166605
2021-09-04,California,State,Alpha,1.0,0.1,1.0,0.086111452823
2021-09-04,California,State,Gamma,1.0,0.1,0.42857142857,0.036904908353
2021-09-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-04,California,State,Mu,0.0,0.0,0.71428571428,0.061508180588
2021-09-04,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-04,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-04,California,State,Other,22.0,2.18,16.28571428571,1.402386517407
2021-09-04,California,State,Omicron,1.0,0.1,0.85714285714,0.073809816706
2021-09-04,California,State,Total,1008.0,100.0,1161.28571428571,100.0
2021-09-04,California,State,Delta,983.0,97.52,1142.0,98.339279124124
2021-09-05,California,State,Alpha,0.0,0.0,1.0,0.084256138662
2021-09-05,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-05,California,State,Gamma,0.0,0.0,0.42857142857,0.036109773712
2021-09-05,California,State,Omicron,0.0,0.0,0.85714285714,0.072219547424
2021-09-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-05,California,State,Mu,1.0,0.16,0.85714285714,0.072219547424
2021-09-05,California,State,Delta,610.0,95.91,1164.71428571428,98.134328358209
2021-09-05,California,State,Total,636.0,100.0,1186.85714285714,100.0
2021-09-05,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-05,California,State,Other,25.0,3.93,19.0,1.600866634569
2021-09-06,California,State,Alpha,0.0,0.0,1.0,0.092421441774
2021-09-06,California,State,Omicron,0.0,0.0,0.85714285714,0.079218378664
2021-09-06,California,State,Other,28.0,3.32,16.28571428571,1.505149194613
2021-09-06,California,State,Mu,0.0,0.0,0.71428571428,0.066015315553
2021-09-06,California,State,Total,844.0,100.0,1082.0,100.0
2021-09-06,California,State,Gamma,1.0,0.12,0.57142857142,0.052812252443
2021-09-06,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-06,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-06,California,State,Delta,815.0,96.56,1062.57142857142,98.204383416953
2021-09-07,California,State,Total,1946.0,100.0,1113.28571428571,100.0
2021-09-07,California,State,Delta,1867.0,95.94,1085.85714285714,97.536250481201
2021-09-07,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-07,California,State,Other,78.0,4.01,24.85714285714,2.232773001412
2021-09-07,California,State,Gamma,0.0,0.0,0.42857142857,0.038496086231
2021-09-07,California,State,Mu,0.0,0.0,0.71428571428,0.064160143719
2021-09-07,California,State,Alpha,0.0,0.0,0.57142857142,0.051328114975
2021-09-07,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-07,California,State,Omicron,1.0,0.05,0.85714285714,0.076992172462
2021-09-08,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-08,California,State,Delta,1591.0,98.09,1127.14285714285,97.347316471314
2021-09-08,California,State,Alpha,1.0,0.06,0.71428571428,0.061690314621
2021-09-08,California,State,Gamma,3.0,0.18,0.85714285714,0.074028377545
2021-09-08,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-08,California,State,Omicron,1.0,0.06,0.85714285714,0.074028377545
2021-09-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-08,California,State,Total,1622.0,100.0,1157.85714285714,100.0
2021-09-08,California,State,Other,26.0,1.6,27.85714285714,2.405922270204
2021-09-08,California,State,Mu,0.0,0.0,0.42857142857,0.037014188772
2021-09-09,California,State,Other,7.0,0.48,28.28571428571,2.374385417916
2021-09-09,California,State,Alpha,0.0,0.0,0.42857142857,0.035975536635
2021-09-09,California,State,Delta,1454.0,99.38,1160.57142857142,97.421753207819
2021-09-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-09,California,State,Mu,0.0,0.0,0.28571428571,0.02398369109
2021-09-09,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-09,California,State,Gamma,1.0,0.07,0.85714285714,0.07195107327
2021-09-09,California,State,Total,1463.0,100.0,1191.28571428571,100.0
2021-09-09,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-09,California,State,Omicron,1.0,0.07,0.85714285714,0.07195107327
2021-09-10,California,State,Mu,0.0,0.0,0.14285714285,0.011247328759
